name,district,votenumber,party,age,occupation,education,page,oik,nat,lib,segment
Matti Lintukorpi,06 Hämeen vaalipiiri,38,Perussuomalaiset,47,Asentaja,ammattitutkinto ,,0.3399757046,1.54349504,-0.86347352,Nationalistikonservatiivit
Maarit Markkula,04 Satakunnan vaalipiiri,19,Perussuomalaiset,51,Evira tarkastaja &,korkeakoulututkinto ,http://www.maaritmarkkula.fi,0.3416775522,1.0828697698,0.0116218271,Konservatiivit
Pirkko Ruohonen-Lerner,02 Uudenmaan vaalipiiri,81,Perussuomalaiset,58,kansanedustaja & toimittaja,korkeakoulututkinto ,http://www.pirkon.info,0.345511768,0.3607039293,-0.4125456079,Konservatiivit
Jukka Kilpi,02 Uudenmaan vaalipiiri,62,Perussuomalaiset,60,Käytännöllisen filosofian dosentti,korkeakoulututkinto ,http://www.jukkakilpi.fi,0.3671605044,0.8287571058,0.1981344086,Konservatiivit
Liisa Helin,13 Lapin vaalipiiri,36,Perussuomalaiset,55,Suutari,korkeakoulututkinto ,http://liisahelin.fi,0.3708585469,0.0430856912,-0.3310654492,Konservatiivit
Sirpa Rintala,11 Keski-Suomen vaalipiiri,70,Perussuomalaiset,60,Erikoislääkäri,korkeakoulututkinto ,http://www.perusnainen.fi,0.3717232389,0.8193729817,-0.8649969959,Konservatiivit
sanna Leivonen,03 Varsinais-Suomen vaalipiiri,79,Perussuomalaiset,33,Talonrakennusalan pt opiskelija,ammattitutkinto ,http://www.sannaleivonen.net,0.3825225978,1.2540993581,-0.0567808308,Konservatiivit
Kari Kulmala,09 Savo-Karjalan vaalipiiri,10,Perussuomalaiset,49,ylikonstaapeli,korkeakoulututkinto ,http://www.karikulmala.fi,0.3956163054,0.7386558817,-0.202004772,Konservatiivit
Saara Lång,02 Uudenmaan vaalipiiri,72,Perussuomalaiset,48,rikoskemisti,korkeakoulututkinto ,http://www.saaralang.fi,0.4066309484,0.3075057651,-0.0863260093,Konservatiivit
Juho Eerola,08 Kaakkois-Suomen vaalipiiri,106,Perussuomalaiset,40,Kansanedustaja,ylioppilas ,https://juhoeerola.wordpress.com/,0.4274571782,1.8555953332,-0.4232731598,Nationalistikonservatiivit
Suvi Karhu,02 Uudenmaan vaalipiiri,60,Perussuomalaiset,29,Pääsihteeri,ylioppilas ,http://suvikarhu.fi,0.4330766593,1.1732586481,0.7936632405,Nationalistikonservatiivit
Risto Mattila,10 Vaasan vaalipiiri,73,Perussuomalaiset,31,Koneinsinööri,korkeakoulututkinto ,http://www.ristomattila.fi,0.4371688559,1.6164258571,-0.440265753,Nationalistikonservatiivit
Tero Ahlqvist,07 Pirkanmaan vaalipiiri,117,Perussuomalaiset,48,Yksityinen elinkeinonharjoittaja.,korkeakoulututkinto ,http://www.perustero.fi,0.4489258221,1.8367874977,-0.0601187272,Nationalistikonservatiivit
Jaana Ristimäki-Anttila,07 Pirkanmaan vaalipiiri,130,Perussuomalaiset,52,Kouluttaja,joku muu,http://jaana.ristimaki-anttila.ehdolla.fi/,0.4698752514,1.1658055102,-0.6211933246,Konservatiivit
Nuutti Hyttinen,01 Helsingin vaalipiiri,160,Perussuomalaiset,33,projektipäällikkö,korkeakoulututkinto ,http://www.nuuttihyttinen.fi/,0.4774088172,1.7175486483,-0.240455702,Nationalistikonservatiivit
Marko Kulpakko,10 Vaasan vaalipiiri,71,Perussuomalaiset,43,koneistaja,ammattitutkinto ,http://www.markokulpakko.fi,0.4817512476,1.8496634681,-0.5080242844,Nationalistikonservatiivit
Simo Riuttamäki,04 Satakunnan vaalipiiri,22,Perussuomalaiset,63,haastemies,peruskoulu ,http://www.simoriuttamäki.fi,0.4847442502,1.1546006145,-1.8910883787,Nationalistikonservatiivit
Kari Ilkkala,06 Hämeen vaalipiiri,35,Perussuomalaiset,54,Yrittäjä,joku muu,http://www.ilkka.la,0.5032229434,1.4432635692,-0.2812249728,Nationalistikonservatiivit
Satu Anttila,03 Varsinais-Suomen vaalipiiri,70,Perussuomalaiset,39,Leipuri-kondiittori,ammattitutkinto ,https://www.facebook.com/www.facebook/eduskuntavaaliehdokas2015SatuAnttila,0.504739351,0.6892828899,1.1190258464,Nationalistikonservatiivit
Ari Kristian Jalonen,04 Satakunnan vaalipiiri,13,Perussuomalaiset,40,Kansanedustaja,ammattitutkinto ,http://www.arijalonen.fi,0.5117996368,1.6304122235,-0.3873538647,Nationalistikonservatiivit
Tero Järvelä,04 Satakunnan vaalipiiri,14,Perussuomalaiset,46,Palomestari,joku muu,http://www.terojarvela.fi,0.5185723509,1.7345836719,0.2788877271,Nationalistikonservatiivit
Jari Halttunen,11 Keski-Suomen vaalipiiri,62,Perussuomalaiset,45,ylikonstaapeli,,http://www.jarihalttunen.fi,0.5284219332,1.1371469861,-1.5026938746,Konservatiivit
Ismo Soukola,06 Hämeen vaalipiiri,46,Perussuomalaiset,54,kansanedustaja,ammattitutkinto ,http://www.ismosoukola.fi,0.5822025015,1.8345464675,-0.121761278,Nationalistikonservatiivit
Mika Raatikainen,01 Helsingin vaalipiiri,170,Perussuomalaiset,53,Ulkomaalaispoliisi,korkeakoulututkinto ,http://mikaraatikainen.puheenvuoro.uusisuomi.fi/,0.5883309248,1.4439528697,0.1528142069,Nationalistikonservatiivit
Harri Vuorenpää,07 Pirkanmaan vaalipiiri,135,Perussuomalaiset,32,Talousasiantuntija & toimitusjohtaja,korkeakoulututkinto ,http://www.harrivuorenpaa.fi,0.6183049524,1.3303437125,0.0088394815,Konservatiivit
Jari Ronkainen,06 Hämeen vaalipiiri,43,Perussuomalaiset,42,Kirvesmies,,http://www.jarironkainen.fi,0.6207761732,1.8625014793,-0.664149919,Nationalistikonservatiivit
Olli Immonen,12 Oulun vaalipiiri,116,Perussuomalaiset,29,Kansanedustaja,,http://www.olliimmonen.net,0.6279500642,1.7986395408,0.5260416876,Nationalistikonservatiivit
Veli-Matti Laitinen,02 Uudenmaan vaalipiiri,65,Perussuomalaiset,49,yrittäjä,ammattitutkinto ,http://veli-mattilaitinen.ehdolla.fi,0.646611839,2.0369177813,0.0024746342,Nationalistikonservatiivit
Krista Juurikko,01 Helsingin vaalipiiri,161,Perussuomalaiset,45,Psykiatrinen sairaanhoitaja / Helsingin poliisi,ammattitutkinto ,http://www.juurikko.fi,0.6960739922,1.2626760748,0.459652644,Nationalistikonservatiivit
Ilpo Haalisto,03 Varsinais-Suomen vaalipiiri,73,Perussuomalaiset,48,EU:n Alueiden komitean jäsen/ECR,korkeakoulututkinto ,http://www.ilpohaalisto.fi,0.702439714,1.9154159786,-0.464096764,Nationalistikonservatiivit
Leena Meri,02 Uudenmaan vaalipiiri,74,Perussuomalaiset,46,henkikirjoittaja,korkeakoulututkinto ,http://www.leenameri.fi,0.708194491,0.9687672149,-0.0226808565,Konservatiivit
Marika Sorja,01 Helsingin vaalipiiri,175,Perussuomalaiset,30,Lastenhoitaja,ammattitutkinto ,https://marikasorja.wordpress.com,0.719210086,1.8791422002,-0.3419902216,Nationalistikonservatiivit
Reijo Paunonen,08 Kaakkois-Suomen vaalipiiri,115,Perussuomalaiset,59,Yrittäjä,ammattitutkinto ,http://www.reijopaunonen.fi,0.7510798753,1.0700958463,-0.6027882064,Nationalistikonservatiivit
Eila Aavakare,12 Oulun vaalipiiri,114,Perussuomalaiset,62,metsäyrittäjä & kauppateknikko,ammattitutkinto ,http://www.aavakare-eduskuntaan.fi,0.7649907244,1.1776510167,-0.4730117194,Nationalistikonservatiivit
Heikki Tamminen,03 Varsinais-Suomen vaalipiiri,84,Perussuomalaiset,32,Kansanedustajan ja europarlamentaarikon avustaja,,http://www.heikkitamminen.com,0.7776179871,1.912637051,0.5063168217,Nationalistikonservatiivit
Jenna Simula,12 Oulun vaalipiiri,126,Perussuomalaiset,25,Kansanedustajan avustaja,korkeakoulututkinto ,http://jennasimula.fi,0.7896307058,1.7904289188,-0.051440328,Nationalistikonservatiivit
Markku Manninen,11 Keski-Suomen vaalipiiri,68,Perussuomalaiset,55,yrittäjä,ammattitutkinto ,http://www.facebook.com/markkumanninen,0.8002329132,1.8326807812,-0.0342607429,Nationalistikonservatiivit
Jarkko Wallenius,02 Uudenmaan vaalipiiri,89,Perussuomalaiset,47,yrittäjä & maanviljelijä & valtiotieteen opiskelija,ylioppilas ,http://jarkkowallenius.fi,0.8007967621,0.928385157,-0.0785166982,Nationalistikonservatiivit
Toni Kemppainen,02 Uudenmaan vaalipiiri,61,Perussuomalaiset,35,Veturinkuljettaja,ylioppilas ,https://vaalit.perussuomalaiset.fi/ehdokkaat/toni-kemppainen,0.8583304657,1.8760545955,0.0819576718,Nationalistikonservatiivit
Petri Lehtinen,02 Uudenmaan vaalipiiri,68,Perussuomalaiset,48,Juontaja-tuottaja & Stuertti,ammattitutkinto ,https://vaalit.perussuomalaiset.fi/ehdokkaat/petri-lehtinen,0.9064579611,0.7730779552,-0.3085038776,Konservatiivit
Tom Packalén,01 Helsingin vaalipiiri,169,Perussuomalaiset,45,Komisario,korkeakoulututkinto ,http://www.tompackalen.fi,0.9390180882,1.9319945428,-0.8696934284,Nationalistikonservatiivit
Maria Lohela,03 Varsinais-Suomen vaalipiiri,80,Perussuomalaiset,36,Kansanedustaja & HuK & projektipäällikkö,korkeakoulututkinto ,http://www.marialohela.fi,0.966232731,1.6984553935,-0.4242688135,Nationalistikonservatiivit
Meiris Suominen,11 Keski-Suomen vaalipiiri,72,Perussuomalaiset,45,avainasiakaspäällikkö & Skandinavian vienti,ammattitutkinto ,http://www.msuominen.fi,0.9854016831,1.6734322123,0.2262813389,Nationalistikonservatiivit
Harri Kivinen,08 Kaakkois-Suomen vaalipiiri,109,Perussuomalaiset,54,Yrittäjä,joku muu,http://harrikivinen.fi,1.00436717,1.1274979467,-0.4288192192,Konservatiivit
Jussi Wihonen,09 Savo-Karjalan vaalipiiri,17,Perussuomalaiset,51,Yrittäjä & kauppias,korkeakoulututkinto ,http://www.wihonen.fi,1.0090515421,1.5446035412,-0.0715585693,Nationalistikonservatiivit
Sampo Terho,01 Helsingin vaalipiiri,176,Perussuomalaiset,37,Euroopan parlamentin jäsen,korkeakoulututkinto ,http://www.sampoterho.fi,1.0141027728,1.1433767968,-0.3496469716,Konservatiivit
Olli Sademies,01 Helsingin vaalipiiri,173,Perussuomalaiset,67,rikostutkija/eläkeläinen & henkilöstökonsultti,korkeakoulututkinto ,,1.0418193018,1.5140934002,-0.5370880353,Nationalistikonservatiivit
Teemu Lahtinen,02 Uudenmaan vaalipiiri,64,Perussuomalaiset,37,IT-asiantuntija & kaupunginhallituksen varapuheenjohtaja,korkeakoulututkinto ,http://www.teemulahtinen.fi,1.1036743157,1.7172117462,0.7736863593,Nationalistikonservatiivit
Aleksi Hernesniemi,10 Vaasan vaalipiiri,68,Perussuomalaiset,23,yhteiskuntatieteiden kandidaatti,korkeakoulututkinto ,http://www.aleksihernesniemi.com,1.1536220867,1.308391086,0.7579120422,Nationalistikonservatiivit
Ari Kaunisaho,09 Savo-Karjalan vaalipiiri,5,Perussuomalaiset,40,Liimapuun lähettäjä,korkeakoulututkinto ,http://www.facebook.com/ari.kaunisaho,1.249357648,0.4787966244,-0.1766599311,Markkinaliberaalit
Ari Korhonen,12 Oulun vaalipiiri,120,Perussuomalaiset,49,asianajaja,korkeakoulututkinto ,http://www.arikorho.fi,1.2708252087,0.8608719215,0.0680871561,Nationalistikonservatiivit
Seppo Kanerva,01 Helsingin vaalipiiri,163,Perussuomalaiset,74,yleisesikuntakommodori,korkeakoulututkinto ,http://www.seppokanerva.fi,1.361263284,-0.236641001,-0.0077759223,Markkinaliberaalit
Pauli Vahtera,02 Uudenmaan vaalipiiri,88,Perussuomalaiset,65,KHT-tilintarkastaja,korkeakoulututkinto ,http://paulivahtera.fi,1.7115326251,1.6613338165,-0.2194998468,Nationalistikonservatiivit
Peter Lönnberg,02 Uudenmaan vaalipiiri,137,Piraattipuolue,32,Arkeologi,korkeakoulututkinto ,,-1.1285468717,-1.4068703516,1.5451177149,Vasemmistoliberaalit
Pekka Mustonen,09 Savo-Karjalan vaalipiiri,35,Piraattipuolue,33,ICT-asiantuntija,ylioppilas ,http://www.pekkamustonen.fi,-0.8865313874,0.2495141232,1.2907602349,Vasemmistoliberaalit
Joni Räsänen,07 Pirkanmaan vaalipiiri,92,Piraattipuolue,26,tutkimusapulainen,korkeakoulututkinto ,https://www.facebook.com/jonirasanen2015,-0.7196586713,-0.2428047819,1.6560802754,Vasemmistoliberaalit
Teemu Lindroos,07 Pirkanmaan vaalipiiri,82,Piraattipuolue,32,Maanviljelysteknikko,,http://www.teemumikaellindroos.fi,-0.7182259827,-1.2819999754,0.9146452977,Liberaalit
Sebastian Sid,02 Uudenmaan vaalipiiri,148,Piraattipuolue,32,opiskelija,,https://www.facebook.com/altruistapostle,-0.6709130946,-1.2778445321,1.0835444615,Liberaalit
Juha Kaartinen,03 Varsinais-Suomen vaalipiiri,6,Piraattipuolue,29,Luonnonvaratuottaja,,,-0.5856398956,-0.9910923261,1.7378183683,Liberaalit
Jarno Yltävä,07 Pirkanmaan vaalipiiri,97,Piraattipuolue,26,tietoliikenneasentaja,,https://www.facebook.com/Jarnopaattajaksi,-0.4881330794,-0.3789349486,1.5806112186,Liberaalit
Harri Kivistö,07 Pirkanmaan vaalipiiri,81,Piraattipuolue,34,Opiskelija,korkeakoulututkinto ,http://www.harrikivisto.fi/,-0.454205498,-0.6514004314,1.6100379808,Liberaalit
Mikko Pietarinen,09 Savo-Karjalan vaalipiiri,36,Piraattipuolue,22,Rakennusalan yrittäjä,peruskoulu ,http://www.mikkopietarinen.com,-0.4253910572,0.1081387156,1.7421624792,Liberaalit
Olli-Pekka Wallin,12 Oulun vaalipiiri,157,Piraattipuolue,48,Peli-suunnittelija,ammattitutkinto ,,-0.2458073912,0.2650552705,0.6021936706,Nationalistikonservatiivit
Hansi Harjunharja,13 Lapin vaalipiiri,52,Piraattipuolue,31,Esiintyvä taiteilija & showmies & itsensänolaaja,ylioppilas ,http://hansi.puheenvuoro.uusisuomi.fi/,-0.2326138808,0.1416608141,1.5483608797,Liberaalit
Johan Kustonen,03 Varsinais-Suomen vaalipiiri,7,Piraattipuolue,33,Näyttelijä,ylioppilas ,https://www.facebook.com/johan.kustonen,-0.2192105961,0.0957690084,1.4459677048,Liberaalit
Toni Salomäki,04 Satakunnan vaalipiiri,127,Piraattipuolue,35,Digitoija,korkeakoulututkinto ,http://mikael79.vuodatus.net,-0.1972451216,-0.14566742,1.4558620181,Liberaalit
Raoul Plommer,01 Helsingin vaalipiiri,259,Piraattipuolue,36,Kirjanpitäjä,korkeakoulututkinto ,http://xn--hn-via.fi,-0.1840540186,-0.5819609001,1.8278617067,Liberaalit
Tapio Perälä,10 Vaasan vaalipiiri,91,Piraattipuolue,32,"Product Support Engineer, Työsuojeluvaltuutettu",korkeakoulututkinto ,https://www.facebook.com/profile.php?id=100009031294816,-0.1839800717,-0.0295874355,1.1857970353,Liberaalit
Timo Anttila,02 Uudenmaan vaalipiiri,126,Piraattipuolue,33,Web Developer,ammattitutkinto ,http://tewdin.net,-0.1417661548,0.4906911127,1.1054488185,Nationalistikonservatiivit
Joni Lyijynen,06 Hämeen vaalipiiri,105,Piraattipuolue,36,IT-tukihenkilö,ammattitutkinto ,,-0.1077331517,1.4219070938,0.7371254023,Nationalistikonservatiivit
Ari Ryynänen,13 Lapin vaalipiiri,49,Piraattipuolue,45,Tietokoneasentaja,ammattitutkinto ,http://piraattipuolue.fi/ari-ryynanen,-0.0890561656,0.090402762,0.7175926129,Liberaalit
Tuomo Ryynänen,02 Uudenmaan vaalipiiri,145,Piraattipuolue,43,Lehtori,korkeakoulututkinto ,,-0.041024008,-0.196646472,0.1515352479,Konservatiivit
Jetro Vesti,03 Varsinais-Suomen vaalipiiri,13,Piraattipuolue,27,Tohtorikoulutettava,korkeakoulututkinto ,http://jetro.vesti.fi/,-0.0080383954,0.4929589864,1.8737740068,Liberaalit
Jari Savolainen,06 Hämeen vaalipiiri,108,Piraattipuolue,36,Sovelluskehittäjä,ylioppilas ,http://vaalit.avoinhallinto.com/,0.1293327134,-0.3142516922,1.6062384643,Liberaalit
Ville Hautakangas,01 Helsingin vaalipiiri,247,Piraattipuolue,37,Tietotekniikkasuunnittelija,ylioppilas ,http://hautakangas.puheenvuoro.uusisuomi.fi,0.14399768,-0.4394653149,1.6958156555,Liberaalit
Juuso Raitala,12 Oulun vaalipiiri,155,Piraattipuolue,30,Ohjelmistosuunnittelija,korkeakoulututkinto ,http://www.jraitala.net,0.146648398,0.5450481512,1.5455779973,Liberaalit
Sebastian Mäki,03 Varsinais-Suomen vaalipiiri,9,Piraattipuolue,32,Ohjelmistosuunnittelija,joku muu,http://sebastianmaki.fi,0.1900540358,0.2206901728,1.4785253441,Liberaalit
Juho Palmroos,04 Satakunnan vaalipiiri,126,Piraattipuolue,24,Bioanalytiikan opiskelija,ylioppilas ,,0.2292918189,-0.3348714433,1.3405179067,Liberaalit
Mikko Kukkonen,09 Savo-Karjalan vaalipiiri,34,Piraattipuolue,33,yrittäjä,korkeakoulututkinto ,https://www.facebook.com/mikko.kukkonen.7,0.2449913686,0.0355517635,0.2650158641,Konservatiivit
Roni Kantola,02 Uudenmaan vaalipiiri,128,Piraattipuolue,27,filosofian ylioppilas,ylioppilas ,http://kaikkeus.dy.fi/ronikantola,0.2764673209,-0.9451807443,1.4777203714,Liberaalit
Eetu Rantakangas,11 Keski-Suomen vaalipiiri,119,Piraattipuolue,26,opiskelija,ylioppilas ,http://airzero.uusisuomi.fi,0.2948900193,-0.5142883944,1.6395948553,Liberaalit
Ari-Matti Autio,12 Oulun vaalipiiri,150,Piraattipuolue,28,ylioppilas & teollisuustyöntekijä,ylioppilas ,,0.2968710084,-0.2560677964,1.5908809062,Liberaalit
Mark Stenbäck,07 Pirkanmaan vaalipiiri,95,Piraattipuolue,38,Ohjelmistosuunnittelija,korkeakoulututkinto ,http://markstenback.com/,0.3065865918,-0.4258488992,1.1494190453,Liberaalit
Mikko Kaarlela,10 Vaasan vaalipiiri,88,Piraattipuolue,30,Opiskelija / Työntekijä,korkeakoulututkinto ,http://mikkokaarlela.piraatit.fi,0.3340042479,1.4475113437,0.8958029336,Nationalistikonservatiivit
Markus Tasanen,07 Pirkanmaan vaalipiiri,96,Piraattipuolue,31,Logistiikka-asiantuntija,,http://www.markustasanen.fi,0.3498088195,0.9858195696,0.4295517049,Nationalistikonservatiivit
Pipsa  Grön ,01 Helsingin vaalipiiri,246,Piraattipuolue,62,toimistosihteeri,ylioppilas ,https://www.facebook.com/pipsag,0.5387875552,-0.8299451358,1.5965338777,Liberaalit
Hermanni Kinnunen,12 Oulun vaalipiiri,152,Piraattipuolue,31,ohjelmistosuunnittelija,ammattitutkinto ,,0.5389450024,0.1033598834,1.5475272976,Liberaalit
Lasse Saikkonen,09 Savo-Karjalan vaalipiiri,37,Piraattipuolue,48,Rakennusinsinööri (AMK),korkeakoulututkinto ,https://www.facebook.com/profile.php?id=100005268678980,0.5921747197,-0.6448872122,0.9475256883,Liberaalit
Olli Markkanen,13 Lapin vaalipiiri,51,Piraattipuolue,27,Datanomi,ammattitutkinto ,http://ollimarkkanen.puheenvuoro.uusisuomi.fi/,0.6461988288,-0.2072428021,1.8030691117,Liberaalit
Mika Isomaa,07 Pirkanmaan vaalipiiri,79,Piraattipuolue,33,Peliohjelmoija & ohjelmistotuottaja & opettaja,ylioppilas ,http://mikaisomaa.fi,0.7796452947,-0.5439856136,1.5403131706,Liberaalit
Veera Kontiokari,12 Oulun vaalipiiri,153,Piraattipuolue,25,Graafinen suunnittelija,,https://www.facebook.com/veerakontiokari,0.8220501078,-0.1914386374,1.3508302106,Liberaalit
Tiina Malinen,07 Pirkanmaan vaalipiiri,85,Piraattipuolue,31,Kotiäiti,korkeakoulututkinto ,http://www.tiinamalinen.fi,0.8793685486,-0.1424014246,1.5834389766,Liberaalit
Aku Talikka,06 Hämeen vaalipiiri,109,Piraattipuolue,32,matematiikan & fysiikan ja tietotekniikan opettaja,korkeakoulututkinto ,http://personal.inet.fi/atk/akutalikka/,0.9523559396,0.1274506007,0.4695910248,Markkinaliberaalit
Olli Heikkilä,06 Hämeen vaalipiiri,104,Piraattipuolue,44,tutkija,korkeakoulututkinto ,http://www.olliheikkila.net,0.9838411567,1.8108374828,0.7637755334,Nationalistikonservatiivit
Lauri Pekkarinen,12 Oulun vaalipiiri,154,Piraattipuolue,30,diplomi-insinööri,korkeakoulututkinto ,,0.9990493016,0.3048562679,1.4939593595,Liberaalit
Karelia Jarva,01 Helsingin vaalipiiri,251,Piraattipuolue,33,SEO Project Manager,korkeakoulututkinto ,http://www.viskipuolue.fi,1.0019512467,0.0080613741,0.7856059825,Markkinaliberaalit
Tuomas Tiainen,02 Uudenmaan vaalipiiri,150,Piraattipuolue,22,yrittäjä,ylioppilas ,http://tuomas.dy.fi,1.0185815485,0.0118631783,1.4642824055,Liberaalit
Mika Väyrynen,08 Kaakkois-Suomen vaalipiiri,104,Piraattipuolue,47,Matkailu- ja ravintola-alan yrittäjä.,ammattitutkinto ,http://mikavyrynen.puheenvuoro.uusisuomi.fi/,1.074982667,-0.5422025277,1.180309646,Liberaalit
Jyri Hämäläinen,11 Keski-Suomen vaalipiiri,116,Piraattipuolue,26,Fysiikan opiskelija,korkeakoulututkinto ,http://piraattipuolue.fi/jyri-hamalainen,1.409324575,-0.4727994194,1.2824543031,Markkinaliberaalit
Eena Värne,02 Uudenmaan vaalipiiri,154,Piraattipuolue,28,Opiskelija,ylioppilas ,https://www.facebook.com/eenavarne,1.4314736762,-0.6456112152,0.8166740936,Markkinaliberaalit
Juha Oinonen,01 Helsingin vaalipiiri,257,Piraattipuolue,44,senior service coordinator,korkeakoulututkinto ,http://www.viskipuolue.fi/,1.5091313265,0.1071072708,0.6928669901,Markkinaliberaalit
Janne Nerve,07 Pirkanmaan vaalipiiri,86,Piraattipuolue,41,sekatyömies,ylioppilas ,https://www.facebook.com/mnerve,1.5415418092,0.2387263882,0.7684092033,Markkinaliberaalit
Juha Ristimäki,07 Pirkanmaan vaalipiiri,91,Piraattipuolue,36,Ohjelmistosuunnittelija,korkeakoulututkinto ,,1.5676446394,-0.8212670857,1.0210088491,Markkinaliberaalit
Juhani Kähärä,01 Helsingin vaalipiiri,253,Piraattipuolue,25,Diplomi-insinööri. Jatko-opiskelija.,korkeakoulututkinto ,http://www.viskipuolue.fi,1.6371545448,0.6864312008,0.9345727655,Markkinaliberaalit
Tere Sammallahti,02 Uudenmaan vaalipiiri,146,Piraattipuolue,33,Energia- ja ympäristökonsultti,korkeakoulututkinto ,http://www.teresammallahti.fi,1.6408293486,0.4070202099,0.9309269204,Markkinaliberaalit
Harri Kämäräinen,02 Uudenmaan vaalipiiri,133,Piraattipuolue,54,Toimitusjohtaja yrittäjä,joku muu,http://viskipuolue.kiihdytin.fi/harri-kamarainen/,1.6848674293,0.3451976322,0.3005918475,Markkinaliberaalit
Lasse Kärkkäinen,03 Varsinais-Suomen vaalipiiri,8,Piraattipuolue,31,yrittäjä & tekn.yo,korkeakoulututkinto ,http://zi.fi/vaaliy,1.6953185429,-0.2580700882,0.9183797136,Markkinaliberaalit
Janne Paalijärvi,02 Uudenmaan vaalipiiri,142,Piraattipuolue,33,Ohjelmistotestaaja,,http://paalijarvi.fi/,1.7642669051,0.1066884843,1.0578532096,Markkinaliberaalit
Kai Hentilä,02 Uudenmaan vaalipiiri,127,Piraattipuolue,53,myyntipäällikkö,korkeakoulututkinto ,,1.825509859,0.8197564355,0.2338520707,Markkinaliberaalit
Risto Rantanen,07 Pirkanmaan vaalipiiri,199,Pirkanmaan Sitoutumattomat yhteislista,73,suunnittelija,ammattitutkinto ,,-0.9720179864,-0.0051719926,-0.0711624601,Vasemmistoliberaalit
Sakari Lisma,07 Pirkanmaan vaalipiiri,194,Pirkanmaan Sitoutumattomat yhteislista,56,Vartija,ammattitutkinto ,,-0.5059976586,0.7349560115,-0.2356551845,Nationalistikonservatiivit
Hannu Hoskonen,09 Savo-Karjalan vaalipiiri,87,Suomen Keskusta,57,metsätalousinsinööri,ylioppilas ,http://www.hannuhoskonen.fi,-1.2775786626,1.4554504765,-1.0958695036,Nationalistikonservatiivit
