vaalipiiri;id;sukunimi;etunimi;puolue;ikä;sukupuoli;Ammatti;Koulutus;Talousoikeistolaisuus;Nationalismikonservatiivisuus;Arvoliberaalius;Segmentit
07 Pirkanmaan vaalipiiri;4718;Helin;Matti;Kansallinen Kokoomus;46;M;Koulutusjohtaja;korkeakoulututkinto;,661367967231565;-,228917529285718;-1,23634340232178;1
07 Pirkanmaan vaalipiiri;5999;Helin;Matti;Kansallinen Kokoomus;0;M; ; ; ; ; ; 
09 Savo-Karjalan vaalipiiri;5003;Help;Anne;Kansallinen Kokoomus;41;F;Hoivakotien johtaja;joku muu;1,59184653568254;-,486960140078985;-,0199260935707143;6
13 Lapin vaalipiiri;6133;Helske;Kalle;Kansallinen Kokoomus;41;M;Historian ja yhteiskuntaopin lehtori;korkeakoulututkinto;1,8094202032337;1,03571763197316;-1,11593810654129;6
03 Varsinais-Suomen vaalipiiri;5285;Hemmilä;Pertti;Kansallinen Kokoomus;59;M;kansanedustaja, yrittäjä, maanviljelijä ja poliisi;ammattitutkinto;1,01078794237866;,464677266369172;-1,02933016659431;1
01 Helsingin vaalipiiri;4232;Hetemaj;Fatbardhe;Kansallinen Kokoomus;29;F;Business manager;korkeakoulututkinto;1,40192329185652;-,581970882188053;,611577383439915;6
09 Savo-Karjalan vaalipiiri;4311;Hjälm;Heli;Kansallinen Kokoomus;48;F;Luokanopettaja;korkeakoulututkinto;1,13875994169417;,048697042897923;-,227992824065778;1
11 Keski-Suomen vaalipiiri;4909;Holm;Pauliina;Kansallinen Kokoomus;40;F;koulutuspäällikkö;korkeakoulututkinto;1,4057290787779;,182401513684098;,0437012521206553;6
13 Lapin vaalipiiri;6120;Holopainen;Teija;Kansallinen Kokoomus;51;F;Toimitusjohtaja, maaseudun monialayrittäjä;korkeakoulututkinto; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;4495;Honka;Jussi;Kansallinen Kokoomus;0;M; ; ; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;4371;Hultin;Jan;Kansallinen Kokoomus;58;M;Yrittäjä;korkeakoulututkinto; ; ; ; 
12 Oulun vaalipiiri;4299;Husso;Jarmo;Kansallinen Kokoomus;61;M;toimitusjohtaja;joku muu;2,35700697458289;-,136354790880093;-,559995083135908;6
08 Kaakkois-Suomen vaalipiiri;4519;Hyttinen;Jyrki;Kansallinen Kokoomus;52;M;Toimitusjohtaja omassa yrityksessä;korkeakoulututkinto;1,22764830058891;-,865187549395498;-,413710754581533;6
08 Kaakkois-Suomen vaalipiiri;5837;Häkkänen;Antti;Kansallinen Kokoomus;30;M;Ministerin erityisavustaja valtiovarainministeriössä;korkeakoulututkinto;2,30030732535802;,775363845542729;-1,15243432300043;6
06 Hämeen vaalipiiri;4282;Hämäläinen;Kristiina;Kansallinen Kokoomus;36;F;Sairaanhoitaja (YAMK);korkeakoulututkinto;1,54150818982522;,560787819595227;,0114865667623436;6
12 Oulun vaalipiiri;4437;Hänninen;Juha;Kansallinen Kokoomus;55;M;Kapteeni evp, liikunnanohjaaja AMK, Teologian maisteri.;korkeakoulututkinto;1,19243607078482;,235256079596799;-,448320196866468;6
06 Hämeen vaalipiiri;4379;Isosuo;Juha;Kansallinen Kokoomus;57;M;apulaiskaupunginjohtaja;korkeakoulututkinto;1,94760507313368;-,104243716672314;-,704047001784669;6
07 Pirkanmaan vaalipiiri;6001;Jartti;Pirkko;Kansallinen Kokoomus;55;F;Työterveyshuollon, hallinnon ja liikennelääketieteen erikoislääkäri;korkeakoulututkinto;,758387121625378;,480044130408264;-,197321736724422;1
07 Pirkanmaan vaalipiiri;5778;Jaskari;Harri;Kansallinen Kokoomus;50;M;Kansanedustaja;korkeakoulututkinto;2,08162379483294;,0707084382887436;-,0757782611061206;6
06 Hämeen vaalipiiri;4383;Jokinen;Kalle;Kansallinen Kokoomus;53;M;kansanedustaja;ammattitutkinto;1,62329856187179;,795255099024179;-,130840751006092;6
13 Lapin vaalipiiri;6135;Juntikka;Tuomo;Kansallinen Kokoomus;67;M;DI;korkeakoulututkinto;1,48796824496194;,0280788991269584;-,947906640191829;6
12 Oulun vaalipiiri;5620;Juntunen;Hannu;Kansallinen Kokoomus;55;M;tuntiopettaja;korkeakoulututkinto; ; ; ; 
07 Pirkanmaan vaalipiiri;6000;JÃ„NTTI;Aleksi;Kansallinen Kokoomus;41;M;Yrittäjä;korkeakoulututkinto;1,81041171058662;-,101020967860449;,236310472275157;6
04 Satakunnan vaalipiiri;4866;Järvenpää;Pauli;Kansallinen Kokoomus;67;M;tutkimusjohtaja;korkeakoulututkinto;1,7809452295519;-,37037632402022;-,621438860640548;6
02 Uudenmaan vaalipiiri;5363;Kaira;Lauri;Kansallinen Kokoomus;57; ;Apulaisjohtaja, lakimies, kotimaisen luovan alan edunvalvontatyön vetäjä;korkeakoulututkinto; ; ; ; 
12 Oulun vaalipiiri;5051;Kaismo;Tomi;Kansallinen Kokoomus;39;M; ; ; ; ; ; 
02 Uudenmaan vaalipiiri;4928;Kaleva;Atte;Kansallinen Kokoomus;36;M;Upseeri evp.;korkeakoulututkinto;1,38502454907268;,356289987659745;-,405099117891263;6
10 Vaasan vaalipiiri;4215;Kallis;Bjarne;Kansallinen Kokoomus;69;M; ;korkeakoulututkinto;,643732705795605;-,470627715106716;-1,49320748524039;1
03 Varsinais-Suomen vaalipiiri;5921;Kanerva;Ilkka;Kansallinen Kokoomus;67;M;Kansanedustaja;korkeakoulututkinto;1,19087995937971;,0424182603259445;-,660368013199891;6
04 Satakunnan vaalipiiri;5838;Kangas-Männistö;Tupuna;Kansallinen Kokoomus;49;F;Ratsastuskouluyrittäjä;korkeakoulututkinto; ; ; ; 
11 Keski-Suomen vaalipiiri;5422;Kankimäki;Heikki;Kansallinen Kokoomus;62;M; ;ammattitutkinto; ; ; ; 
01 Helsingin vaalipiiri;4380;Karhuvaara;Arja;Kansallinen Kokoomus;60;F;Kuntoutusalan yrittäjä;joku muu; ; ; ; 
10 Vaasan vaalipiiri;5333;Karjalainen;Olli-Pekka;Kansallinen Kokoomus;35;M;Projektipäällikkö;korkeakoulututkinto;1,17164398035091;,149630941023356;-,662330506793494;1
13 Lapin vaalipiiri;5612;Katajamaa;Marko;Kansallinen Kokoomus;46;M;taksiyrittäjä;peruskoulu; ; ; ; 
03 Varsinais-Suomen vaalipiiri;5669;Kattelus;Lauri;Kansallinen Kokoomus;25;M;Juridinen avustaja;korkeakoulututkinto;2,07737419684849;-1,03248689800773;,71347868721735;6
02 Uudenmaan vaalipiiri;5655;Kauma;Pia;Kansallinen Kokoomus;48;F;Kansanedustaja, toimitusjohtaja (toimivapaalla);korkeakoulututkinto;1,33560441480768;,156382759766737;-1,12560849829248;6
04 Satakunnan vaalipiiri;5660;Kaunistola;Mari;Kansallinen Kokoomus;35;F;ylikonstaapeli, viestintäpäällikkö;korkeakoulututkinto;,680371607895464;-,187625359251739;-,759746613854907;1
02 Uudenmaan vaalipiiri;4211;Kiijärvi;Laura;Kansallinen Kokoomus;26;F;arkkitehti;korkeakoulututkinto;1,44546394517091;,0621342957560555;,384462883888755;6
08 Kaakkois-Suomen vaalipiiri;5636;Kirjavainen;Marika;Kansallinen Kokoomus;46;F;Kalastusalan yrittäjä;korkeakoulututkinto;1,29143318031864;,273316899296569;-,505252431029517;6
07 Pirkanmaan vaalipiiri;4451;Kiuru;Pauli;Kansallinen Kokoomus;52;M;Kansanedustaja;korkeakoulututkinto;1,04679436584601;,416737830020696;-,537130729571019;1
07 Pirkanmaan vaalipiiri;5514;Kivi;Marko;Kansallinen Kokoomus;42;M;Paloesimies;ammattitutkinto; ; ; ; 
02 Uudenmaan vaalipiiri;4231;Knaster;Anne;Kansallinen Kokoomus;56;F;Toiminnanjohtaja Lastenklinikoiden Kummit ry;korkeakoulututkinto;,733313836504835;,0779485307862332;-,5556010973331;1
04 Satakunnan vaalipiiri;4684;Kontio;Outi;Kansallinen Kokoomus;50;F;opettaja, työsuojeluvaltuutettu;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5117;Konttas;Ari;Kansallinen Kokoomus;52;M; ;korkeakoulututkinto;2,04358378981799;1,01197989120882;-,540435105360781;6
07 Pirkanmaan vaalipiiri;4623;Kopponen;Aleksi;Kansallinen Kokoomus;31;M;Ohjelmistoalan yrittäjä;korkeakoulututkinto;1,96670033177679;,475846381173977;-,19574887379187;6
08 Kaakkois-Suomen vaalipiiri;4631;Kopra;Jukka;Kansallinen Kokoomus;48;M;Yrittäjä, toimitusjohtaja;ylioppilas;1,11244097195767;,483242718110498;-,925426611149569;1
01 Helsingin vaalipiiri;5156;Korhola;Eija-Riitta;Kansallinen Kokoomus;55;F;tutkija, toimittaja;korkeakoulututkinto;1,37199782717904;-,430001613844103;-1,21600168028569;1
10 Vaasan vaalipiiri;5787;Koski;Susanna;Kansallinen Kokoomus;30;F;Kokoomuksen Nuorten Liiton puheenjohtaja;korkeakoulututkinto;2,42922394590693;1,12497350742123;-1,29594629635927;6
07 Pirkanmaan vaalipiiri;4646;Kostiainen;Leena;Kansallinen Kokoomus;48;F;apulaispormestari;korkeakoulututkinto;1,86291921569675;-,603191254588894;-1,22939845304953;6
01 Helsingin vaalipiiri;4244;Koulumies;Terhi;Kansallinen Kokoomus;44;F;Työllistän itseni vuokraamalla asuntoja;korkeakoulututkinto;1,16227914394675;,0252467150780126;,0147079446584041;1
10 Vaasan vaalipiiri;5172;Kurikka;Leena;Kansallinen Kokoomus;53;F;yrittäjä, maatalousyrittäjä, toimittaja, homeopaatti;korkeakoulututkinto;1,24504525708429;,23145587918819;-,5202821264598;6
13 Lapin vaalipiiri;5383;Kuusisto;Hille;Kansallinen Kokoomus;37;F;tradenomi;korkeakoulututkinto; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;4708;Kylä-Harakka;Paula;Kansallinen Kokoomus;37;F;Kaakkois-Suomen Kokoomuksen toiminnanjohtaja;korkeakoulututkinto;1,43587292547184;-,359016466557817;-1,11449980995443;6
12 Oulun vaalipiiri;5716;Kynkäänniemi;Milla;Kansallinen Kokoomus;37;F;Vanhempi rikoskonstaapeli;joku muu;1,18562017890403;,0507435267459914;-,691084895219909;1
04 Satakunnan vaalipiiri;5961;Kähkönen;Kari;Kansallinen Kokoomus;47;M;rehtori;korkeakoulututkinto;1,56325603457507;-,0489380394275393;-,196142175620625;6
10 Vaasan vaalipiiri;5584;Lahti;Daniel;Kansallinen Kokoomus;27;M;Puheenjohtaja;ylioppilas;1,83791266210321;-,28791746928351;-,261872330657981;6
11 Keski-Suomen vaalipiiri;4227;Lahtinen;Juuso;Kansallinen Kokoomus;25;M; ;korkeakoulututkinto;1,05808629557926;,498171056336297;-,368414503573356;1
02 Uudenmaan vaalipiiri;5006;Laiho;Mia;Kansallinen Kokoomus;45;F;Päivystystoimintojen johtajalääkäri;korkeakoulututkinto;1,4379650174108;,0137334302632082;-,75165775776583;6
04 Satakunnan vaalipiiri;5601;Laitinen-Pesola;Jaana;Kansallinen Kokoomus;56;F;toiminnanjohtaja;korkeakoulututkinto;,0287592327448853;-,477530475153552;-,740752752626294;1
08 Kaakkois-Suomen vaalipiiri;4563;Larikka;Jari;Kansallinen Kokoomus;50;M;Paloesimies;ylioppilas;,911693567154173;-,511421597601422;-,503693439969485;6
12 Oulun vaalipiiri;4979;Larikka;Teija;Kansallinen Kokoomus;47;F;Tuoteryhmäpäällikkö;korkeakoulututkinto;,873878503074283;,311365139679071;-,675491012019887;1
01 Helsingin vaalipiiri;4950;Larsson;Tiina;Kansallinen Kokoomus;52;F;Toimialajohtaja, kasvatus ja opetus;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5328;Lauslahti;Sanna;Kansallinen Kokoomus;49;F;Kansanedustaja;korkeakoulututkinto;1,50630478841639;,0441021620977297;,0246267725617398;6
07 Pirkanmaan vaalipiiri;5998;Lehmussaari;Nea;Kansallinen Kokoomus;20;F;Opiskelija, yrittäjä;ammattitutkinto;1,08059858466425;,259378301999119;,0126708238200173;6
02 Uudenmaan vaalipiiri;4255;Lehti;Eero;Kansallinen Kokoomus;70;M;yrittäjä, hallituksen puheenjohtaja;korkeakoulututkinto;2,40744623693415;,339997754615399;-1,01602393886928;6
02 Uudenmaan vaalipiiri;5906;Lepomäki;Elina;Kansallinen Kokoomus;33;F;kansanedustaja;korkeakoulututkinto;2,19888600290799;,765297384492203;,37877017298056;6
13 Lapin vaalipiiri;5074;Lummi;Raija;Kansallinen Kokoomus;53;F;opettaja, lehtori;korkeakoulututkinto;,796583751189497;-,932757247512359;-,162809158897245;4
07 Pirkanmaan vaalipiiri;4960;Luojus;Katja;Kansallinen Kokoomus;44;F;Koulutuspäällikkö;korkeakoulututkinto;2,16430533289301;,576808622451242;-,521245554762488;6
13 Lapin vaalipiiri;5108;Lämsä;Anna-Liisa;Kansallinen Kokoomus;52;F;Tutkija, tietokirjailija;korkeakoulututkinto;,897204894721625;,241138969940661;-,407119076682849;1
01 Helsingin vaalipiiri;5409;Majuri;Pekka;Kansallinen Kokoomus;65;M; ;korkeakoulututkinto;1,32637376538364;-,0179657394151307;-,598475687470882;6
09 Savo-Karjalan vaalipiiri;4392;Mannelin;Maarita;Kansallinen Kokoomus;47;F;maakuntasuunnittelija;korkeakoulututkinto;,598937889076279;-,471148427347651;-,19511155996836;1
11 Keski-Suomen vaalipiiri;5308;Manninen;Annamaija;Kansallinen Kokoomus;53;F;Yrittäjä;korkeakoulututkinto;,93968630478184;,011601570612019;-,419458155913189;1
07 Pirkanmaan vaalipiiri;5311;Markkanen;Jouni;Kansallinen Kokoomus;28;M; ;korkeakoulututkinto;,907643577741553;-,47526517277024;-,142784360423777;1
04 Satakunnan vaalipiiri;5384;Marttinen;Matias;Kansallinen Kokoomus;24;M;Eduskuntaryhmän tiedotussihteeri;korkeakoulututkinto;1,66178766264079;-,349716383789627;-,660910045220304;6
06 Hämeen vaalipiiri;4558;Mc Carron;Francis;Kansallinen Kokoomus;36;M;Yksityisyrittäjä;korkeakoulututkinto;2,31292940430155;,719715191043113;,875504272800298;6
02 Uudenmaan vaalipiiri;5337;Multala;Sari;Kansallinen Kokoomus;36;F;maajoukkueen päävalmentaja;korkeakoulututkinto; ; ; ; 
12 Oulun vaalipiiri;4616;Mustonen;Tuula;Kansallinen Kokoomus;0;F;fysioterapeutti; ;1,26755568656502;-,619567303939536;-,310455324977507;6
09 Savo-Karjalan vaalipiiri;5123;Mutanen;Miika;Kansallinen Kokoomus;35;M;Vanhempi konstaapeli; ; ; ; ; 
01 Helsingin vaalipiiri;4258;Muurinen;Seija;Kansallinen Kokoomus;0;F;Terveys- ja sosiaalialan konsultti, tutkija;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;4865;Mykkänen;Kai;Kansallinen Kokoomus;35;M;Uudistumisesta ja vaikuttamisesta vastaava johtaja Elinkeinoelämän keskusliitossa;korkeakoulututkinto; ; ; ; 
04 Satakunnan vaalipiiri;4374;Mykrä;Suvi;Kansallinen Kokoomus;36;F;Fysioterapeutti YAMK;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5808;Mäkelä;Ari;Kansallinen Kokoomus;52;M;Korjaamopäällikkö;ammattitutkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5482;Mäkelä;Outi;Kansallinen Kokoomus;40;F;Kansanedustaja;korkeakoulututkinto;1,02112039859019;-,0643955019173718;-,579147523985028;6
10 Vaasan vaalipiiri;5811;Mäki;Jari;Kansallinen Kokoomus;56;M;Toimitusjohtaja;ammattitutkinto; ; ; ; 
03 Varsinais-Suomen vaalipiiri;5831;Mäki-Punto-Ristanen;Tarja;Kansallinen Kokoomus;42;F;järjestösihteeri;ylioppilas;,863888881783093;-,383138892560217;-1,19878299456237;1
02 Uudenmaan vaalipiiri;5905;Mäkinen;Tapani;Kansallinen Kokoomus;0;M; ; ; ; ; ; 
12 Oulun vaalipiiri;5315;Männistö;Asko;Kansallinen Kokoomus;57;M;Toimitusjohtaja;ammattitutkinto;1,08319317043982;-,114690718259278;-,390318365750886;1
02 Uudenmaan vaalipiiri;4235;Niemi;Marika;Kansallinen Kokoomus;46;F;Liiketalouden lehtori;korkeakoulututkinto; ; ; ; 
01 Helsingin vaalipiiri;5862;Nieminen;Jarmo;Kansallinen Kokoomus;55;M;yrittäjä;korkeakoulututkinto;1,13806689279474;,211773416824347;,285818588887441;1
06 Hämeen vaalipiiri;4301;Niinistö;Sari;Kansallinen Kokoomus;45;F;kouluttaja;joku muu;1,13970787759873;-,410486052624093;-,909902242454741;1
09 Savo-Karjalan vaalipiiri;4304;Niiranen;Pekka;Kansallinen Kokoomus;51;M;Toimittaja;korkeakoulututkinto;,798826884841505;,0747749158486507;-,554537209842841;1
03 Varsinais-Suomen vaalipiiri;5132;Nikula;Ossi;Kansallinen Kokoomus;32;M;toimitusjohtaja, yrittäjä; ;2,20350188641163;,682767515948661;-,414533819154191;6
03 Varsinais-Suomen vaalipiiri;4800;Nummentalo;Juhani;Kansallinen Kokoomus;55;M;Mielenterveyshoitaja;ammattitutkinto; ; ; ; 
13 Lapin vaalipiiri;6136;Nykänen;Jari;Kansallinen Kokoomus;0;M; ; ; ; ; ; 
08 Kaakkois-Suomen vaalipiiri;5103;Nykänen;Marika;Kansallinen Kokoomus;34;F;Tradenomi;korkeakoulututkinto; ; ; ; 
13 Lapin vaalipiiri;5206;Ojala;Arto;Kansallinen Kokoomus;70;M;Konsulttiyrittäjä;korkeakoulututkinto;1,85834459358367;-,397761270715057;-,49362087933753;6
10 Vaasan vaalipiiri;5796;Ojala;Ville;Kansallinen Kokoomus;25;M;Opiskelija, hallintotieteiden ylioppilas;ylioppilas;2,2777464216264;,475811401117374;-,824036067991347;6
09 Savo-Karjalan vaalipiiri;6036;Oksman;Merja;Kansallinen Kokoomus;0;F; ; ; ; ; ; 
07 Pirkanmaan vaalipiiri;5585;Ollila;Mika;Kansallinen Kokoomus;53;M;varatuomari;korkeakoulututkinto;1,18842877095881;,640954948542164;-,307296657398236;6
02 Uudenmaan vaalipiiri;5628;Orlando;Carita;Kansallinen Kokoomus;44;F;Tilitoimistoyrittäjä/ toimitusjohtaja;joku muu; ; ; ; 
02 Uudenmaan vaalipiiri;5793;Orpana;Anitta;Kansallinen Kokoomus;61;F;Tietotekniikan lehtori;korkeakoulututkinto;,957877705867403;,0647933555103018;-,42807479053089;1
03 Varsinais-Suomen vaalipiiri;4373;Orpo;Petteri;Kansallinen Kokoomus;45;M;Maa- ja metsätalousministeri;korkeakoulututkinto;1,09456770960121;-,428225014149396;-,441582183698015;6
11 Keski-Suomen vaalipiiri;6078;Pakka;Marjo;Kansallinen Kokoomus;35;F;Historian ja yhteiskuntaopin aineopettaja;korkeakoulututkinto;,635754549371204;,0692498965824958;,100558535671793;1
11 Keski-Suomen vaalipiiri;5265;Palola;Mikael;Kansallinen Kokoomus;39;M;Kansanedustaja, sote-kuntayhtymän johtaja (virkavap.);korkeakoulututkinto;1,36390130452112;-,331251721305944;-1,25823738093536;1
07 Pirkanmaan vaalipiiri;5997;Parhankangas;Kirsi;Kansallinen Kokoomus;47;F;Yrittäjä;ammattitutkinto;1,91674467908553;-,410500304928137;,139918138919133;6
07 Pirkanmaan vaalipiiri;4376;Parkkila;Seppo;Kansallinen Kokoomus;48;M;Professori;korkeakoulututkinto;,959082207808337;-,274226271921117;-1,26540279702648;1
01 Helsingin vaalipiiri;5805;Parpala;Matti;Kansallinen Kokoomus;28;M;hallituksen puheenjohtaja, vt. toimitusjohtaja;korkeakoulututkinto;1,70839482047584;-1,18908358196147;,59976270904481;6
02 Uudenmaan vaalipiiri;5694;Patshijew;Ann-Mari;Kansallinen Kokoomus;43;F;Yrittäjä;ammattitutkinto; ; ; ; 
01 Helsingin vaalipiiri;4210;Pelkonen;Jaana;Kansallinen Kokoomus;38;F;Kansanedustaja, yrittäjä;korkeakoulututkinto;1,5819725249669;-,00838362553796026;-,220379877653339;6
12 Oulun vaalipiiri;6108;Penttinen;Outi;Kansallinen Kokoomus;39;F;Optikkoyrittäjä;joku muu;1,67849272059778;,906096783097379;-,466002720037617;6
11 Keski-Suomen vaalipiiri;6079;Pii-Keinonen;Sirpa;Kansallinen Kokoomus;45;F;Matkailu- ja Ravitsemisalan yrittäjä;ammattitutkinto;1,42006153409817;,547873955699549;-,227252112532027;6
12 Oulun vaalipiiri;5476;Pikkuaho;Sami;Kansallinen Kokoomus;47;M;Yrittäjä;joku muu;1,02857621568105;,676236325165054;-1,50695206442517;1
09 Savo-Karjalan vaalipiiri;5812;Pääkkö;Sakari;Kansallinen Kokoomus;20;M; ;ylioppilas;,862949767823454;-,539932322962839;-,203858186959819;1
10 Vaasan vaalipiiri;6060;Pöntinen;Kai;Kansallinen Kokoomus;51;M;Yrittäjä;ammattitutkinto;1,7676334370308;,837882262683243;-,535066281941537;6
09 Savo-Karjalan vaalipiiri;5184;Raassina;Sari;Kansallinen Kokoomus;51;F;Hankejohtaja;korkeakoulututkinto;,902846022343013;-,935908698764104;-,867873645521901;1
12 Oulun vaalipiiri;5794;Rajala;Lyly;Kansallinen Kokoomus;63;M;Toimittaja, kirjailija, muusikko ym.;ylioppilas;2,30896865942714;-,0221360238716746;-1,30280555697356;6
10 Vaasan vaalipiiri;5543;Rantatalo;Kirsi;Kansallinen Kokoomus;48;F;Kiinteistönvälittäjä/juristi;korkeakoulututkinto; ; ; ; 
01 Helsingin vaalipiiri;4993;Rasi;Marjatta;Kansallinen Kokoomus;69;F;suurlähettiläs;korkeakoulututkinto; ; ; ; 
06 Hämeen vaalipiiri;5677;Rautio;Sari;Kansallinen Kokoomus;46;F;kehityspäällikkö;ammattitutkinto;1,45791107959438;-,697565053558204;-,116831330425501;6
09 Savo-Karjalan vaalipiiri;5010;Ravi;Pekka;Kansallinen Kokoomus;65;M;kansanedustaja, rehtori;korkeakoulututkinto; ; ; ; 
06 Hämeen vaalipiiri;4431;Riihilahti;Tuomo;Kansallinen Kokoomus;43;M;Kiinteistövälittäjä, LKV, julkinen kaupanvahvistaja;korkeakoulututkinto;1,72450006771961;,259192598014457;,195434661782529;6
10 Vaasan vaalipiiri;5115;Risikko;Paula;Kansallinen Kokoomus;54;F;kansanedustaja, ministeri;korkeakoulututkinto;,932392108075902;-,0841498779513732;-,725285738002605;1
06 Hämeen vaalipiiri;5159;Romo;Pekka;Kansallinen Kokoomus;63;M;asianajaja, yrittäjä;korkeakoulututkinto; ; ; ; 
04 Satakunnan vaalipiiri;4813;Ropo;Mikael;Kansallinen Kokoomus;22;M;yrittäjä,opiskelija;ylioppilas;2,19682082330186;-,443768987234726;-,485233914913658;6
09 Savo-Karjalan vaalipiiri;6034;Rothström;Markko;Kansallinen Kokoomus;47;M;Yrittäjä,; ;1,27462314896172;,301874454499648;-,505501621413294;6
01 Helsingin vaalipiiri;5039;Ruokanen;Tapani;Kansallinen Kokoomus;63;M;journalisti ja pappi;korkeakoulututkinto;1,39177638588007;-,920349246501716;,353643911715684;6
01 Helsingin vaalipiiri;4471;Rydman;Wille;Kansallinen Kokoomus;29;M;Kokoomuksen kansainvälisten asioiden sihteeri;korkeakoulututkinto;2,34472367164496;,743449166466428;-,860402567699372;6
01 Helsingin vaalipiiri;5101;Räty;Laura;Kansallinen Kokoomus;37;F;Lääkäri, sosiaali- ja terveysministeri;korkeakoulututkinto;1,42315458648839;-,0164241862975297;,129011884506254;6
12 Oulun vaalipiiri;5580;Saari;Hanna;Kansallinen Kokoomus;48;F;Matkailuyrittäjä;ammattitutkinto;1,50805951253169;-1,03957487619548;-,787031186035533;6
10 Vaasan vaalipiiri;5346;Salo;Petri;Kansallinen Kokoomus;55;M;Ent. kansanedustaja, vanhempi konstaapeli;ammattitutkinto;1,29556881470043;,574444601426395;-,80143773830492;1
01 Helsingin vaalipiiri;5209;Salolainen;Pertti;Kansallinen Kokoomus;74;M;kansanedustaja;korkeakoulututkinto;,590151418731182;,516858561613615;-,258644683762786;2
10 Vaasan vaalipiiri;4621;Salonen;Harri;Kansallinen Kokoomus;63;M;sydänkirurgi, lääkäri-yrittäjä;korkeakoulututkinto;1,58526043487936;-,365889766053836;-,970063401370859;6
10 Vaasan vaalipiiri;5801;Sankelo;Janne;Kansallinen Kokoomus;48;M;Kansanedustaja;korkeakoulututkinto; ; ; ; 
01 Helsingin vaalipiiri;5099;Sarkomaa;Sari;Kansallinen Kokoomus;49;F;kansanedustaja;korkeakoulututkinto;1,1201894971922;-,365855693321444;-1,26324030490242;6
07 Pirkanmaan vaalipiiri;5789;Sasi;Kimmo;Kansallinen Kokoomus;63;M;kansanedustaja;korkeakoulututkinto;2,36511101320215;,261894868045702;-1,24179441049997;6
07 Pirkanmaan vaalipiiri;4855;Satonen;Arto;Kansallinen Kokoomus;48;M;Opettaja, yrittäjä;korkeakoulututkinto;1,77098012007437;,436571253898718;-,55721434634903;6
09 Savo-Karjalan vaalipiiri;6035;Savolainen;Jukka;Kansallinen Kokoomus;0;M; ;joku muu;,798030927046539;-,301508351344245;,210135088213686;1
01 Helsingin vaalipiiri;5116;Sazonov;Daniel;Kansallinen Kokoomus;22;M;Opiskelija / Edunvalvonta-asiantuntija;ylioppilas;2,09043076975983;-,500810631588561;,31641433553312;6
07 Pirkanmaan vaalipiiri;4302;Seppä;Sirpa;Kansallinen Kokoomus;50;F;markkinointiyrittäjä;korkeakoulututkinto;2,43849225804816;-,160582745460932;-1,0962138995644;6
06 Hämeen vaalipiiri;5976;Seppälä;Juuso;Kansallinen Kokoomus;24;M;Metsätalousyrittäjä;korkeakoulututkinto;2,09768021379366;1,09769922637801;-,215486837703163;6
09 Savo-Karjalan vaalipiiri;4944;Sihvonen;Aulikki;Kansallinen Kokoomus;51;F;leikkaus- ja anestesiasairaanhoitaja;ylioppilas;1,19343246559599;-,142240243308405;-,410987761646612;6
03 Varsinais-Suomen vaalipiiri;5666;SirÃ©n;Saara-Sofia;Kansallinen Kokoomus;28;F;projektikoordinaattori;korkeakoulututkinto;1,23854160545901;-,299442801734593;,578964584232668;6
02 Uudenmaan vaalipiiri;5826;Sjöblom;Ruut;Kansallinen Kokoomus;38;F;Tutkija;korkeakoulututkinto; ; ; ; 
02 Uudenmaan vaalipiiri;5369;Stubb;Alexander;Kansallinen Kokoomus;47;M;Pääministeri; ;1,80828347738673;,0360510574952587;-,479110670945281;6
02 Uudenmaan vaalipiiri;5075;Sundberg;Tuija;Kansallinen Kokoomus;41;F;Puolustusvoimien asessori (lakiasianjohtaja);korkeakoulututkinto;1,70988788350139;,698908272142093;-1,19869951731964;6
